event_id,event_date,city,side,channel,pilot_group,event_type,requests,completed_trips,cancelled_trips,response_time_min,success_rate_pct,adoption_rate_pct,revenue_inr,cost_inr,satisfaction_score
EVT-00290,2025-02-21,Delhi,Rider,Partner,Pilot,Driver Online,5.0,3.0,2.0,11.93,60.0,58.53,516.93,240.83,3.3
EVT-00068,2025-02-22,Bengaluru,Rider,Partner,Pilot,Trip Completed,8.0,3.0,5.0,14.6,37.5,74.06,784.13,624.91,4.5
EVT-00244,2025-02-22,Hyderabad,Rider,App,Control,Trip Completed,24.0,1.0,23.0,1.82,4.17,42.84,220.64,131.6,3.5
EVT-00020,2025-02-23,Bengaluru,Driver,App,Pilot,Driver Online,33.0,13.0,20.0,6.87,39.39,82.03,3911.38,3029.8,4.1
EVT-00359,2025-02-23,Bengaluru,Rider,App,Pilot,Rider Request,26.0,15.0,11.0,1.69,57.69,84.6,2762.81,1022.6,4.0
EVT-00502,2025-02-23,Chennai,Rider,Web,Control,Trip Cancelled,16.0,4.0,12.0,12.22,25.0,89.68,1446.33,958.96,2.7
EVT-00087,2025-02-23,Bengaluru,Rider,Partner,Pilot,Driver Online,29.0,20.0,9.0,15.31,68.97,62.54,7825.49,5562.1,4.0
EVT-00578,2025-02-23,Pune,Rider,Partner,Pilot,Trip Completed,7.0,5.0,2.0,9.89,71.43,97.49,852.38,653.43,3.6
EVT-00088,2025-02-23,Mumbai,Rider,Partner,Control,Trip Completed,33.0,19.0,14.0,4.17,57.58,88.02,6987.79,5783.22,2.9
EVT-00132,2025-02-24,Kolkata,Driver,Partner,Control,Trip Cancelled,17.0,7.0,10.0,15.77,41.18,83.42,829.2,620.04,4.8
EVT-00095,2025-02-24,Bengaluru,Driver,Web,Pilot,Rider Request,13.0,1.0,12.0,16.99,7.69,85.32,419.3,220.28,4.4
EVT-00176,2025-02-24,Hyderabad,Driver,Web,Pilot,Trip Cancelled,19.0,18.0,1.0,9.72,94.74,39.85,1798.33,929.95,4.5
EVT-00061,2025-02-24,Delhi,Rider,Partner,Pilot,Trip Completed,24.0,5.0,19.0,8.06,20.83,96.08,1871.36,1419.49,3.7
EVT-00174,2025-02-25,Bengaluru,Rider,Web,Pilot,Trip Completed,20.0,9.0,11.0,16.12,45.0,72.36,1918.07,1067.04,4.2
EVT-00321,2025-02-25,Hyderabad,Driver,Partner,Pilot,Trip Completed,13.0,3.0,10.0,4.97,23.08,85.97,389.86,203.24,4.7
EVT-00574,2025-02-25,Delhi,Driver,Web,Pilot,Trip Completed,13.0,3.0,10.0,12.24,23.08,86.94,666.06,257.46,3.2
EVT-00299,2025-02-26,Mumbai,Rider,Web,Pilot,Rider Request,12.0,8.0,4.0,13.76,66.67,88.42,2123.99,1785.96,3.6
EVT-00264,2025-02-26,Pune,Rider,Web,Pilot,Driver Online,7.0,6.0,1.0,6.52,85.71,54.15,950.05,333.22,4.3
EVT-00633,2025-02-26,Kolkata,Rider,Partner,Pilot,Driver Online,15.0,0.0,15.0,5.46,0.0,40.25,0.0,0.0,4.2
EVT-00247,2025-02-26,Chennai,Driver,Partner,Control,Trip Cancelled,9.0,7.0,2.0,14.42,77.78,84.16,1650.03,905.87,3.3
EVT-00181,2025-02-26,Hyderabad,Driver,App,Pilot,Trip Cancelled,31.0,19.0,12.0,12.34,61.29,95.27,1965.47,743.98,3.2
EVT-00460,2025-02-26,Chennai,Rider,App,Pilot,Trip Completed,32.0,11.0,21.0,5.46,34.38,47.28,2768.37,2033.02,2.7
EVT-00629,2025-02-27,Delhi,Rider,Web,Control,Trip Completed,32.0,32.0,0.0,14.09,100.0,43.6,5047.94,3994.17,2.6
EVT-00503,2025-02-27,Pune,Rider,Web,Pilot,Trip Completed,5.0,3.0,2.0,11.57,60.0,87.6,964.56,391.85,4.3
EVT-00029,2025-02-27,Kolkata,Driver,App,Pilot,Trip Completed,9.0,4.0,5.0,2.46,44.44,92.66,921.6,433.05,2.7
EVT-00330,2025-02-27,Mumbai,Rider,App,Control,Trip Cancelled,26.0,14.0,12.0,16.49,53.85,64.49,3339.59,2438.86,2.9
EVT-00644,2025-02-27,Delhi,Driver,Web,Control,Trip Completed,30.0,4.0,26.0,16.65,13.33,60.71,580.14,353.05,4.8
EVT-00420,2025-02-28,Kolkata,Rider,App,Control,Driver Online,4.0,2.0,2.0,15.91,50.0,45.64,196.47,139.24,3.7
EVT-00416,2025-02-28,Hyderabad,Rider,Web,Pilot,Driver Online,24.0,8.0,16.0,7.61,33.33,82.33,3079.83,2380.9,3.0
EVT-00399,2025-02-28,Hyderabad,Rider,App,Pilot,Trip Completed,32.0,8.0,24.0,8.35,25.0,36.51,1552.21,680.71,2.7
EVT-00553,2025-02-28,Kolkata,Rider,Web,Pilot,Trip Cancelled,24.0,12.0,12.0,11.12,50.0,81.29,2271.85,834.51,2.8
EVT-00314,2025-02-28,Kolkata,Rider,App,Pilot,Trip Cancelled,1.0,1.0,0.0,14.87,100.0,61.07,149.42,55.46,3.9
EVT-00323,2025-03-01,Chennai,Rider,App,Pilot,Rider Request,34.0,8.0,26.0,4.65,23.53,56.86,2128.49,1800.46,4.2
EVT-00162,2025-03-01,Pune,Rider,Web,Control,Trip Completed,21.0,10.0,11.0,9.67,47.62,59.34,2330.42,1080.11,4.7
EVT-00195,2025-03-01,Hyderabad,Rider,Partner,Control,Driver Online,9.0,4.0,5.0,5.7,44.44,86.61,1516.56,929.22,3.1
EVT-00301,2025-03-01,Hyderabad,Rider,Web,Pilot,Rider Request,30.0,10.0,20.0,15.22,33.33,88.07,2069.02,1377.96,2.7
EVT-00472,2025-03-02,Pune,Driver,Partner,Control,Trip Completed,34.0,13.0,21.0,8.0,38.24,73.32,3005.01,2167.17,3.1
EVT-00179,2025-03-02,Mumbai,Driver,Partner,Pilot,Trip Completed,6.0,0.0,6.0,16.84,0.0,84.3,0.0,0.0,3.1
EVT-00291,2025-03-02,Delhi,Driver,Partner,Control,Trip Completed,5.0,1.0,4.0,16.09,20.0,56.72,237.03,132.09,2.5
EVT-00118,2025-03-02,Bengaluru,Rider,Web,Control,Trip Cancelled,31.0,31.0,0.0,6.43,100.0,93.92,12465.07,8260.01,4.5
EVT-00186,2025-03-02,Mumbai,Driver,Web,Pilot,Driver Online,17.0,1.0,16.0,2.85,5.88,63.87,244.8,105.97,3.7
EVT-00296,2025-03-02,Pune,Rider,Web,Pilot,Trip Completed,26.0,16.0,10.0,12.7,61.54,83.7,6455.84,4765.99,4.0
EVT-00492,2025-03-03,Delhi,Rider,Partner,Control,Trip Completed,34.0,5.0,29.0,9.62,14.71,97.15,873.06,478.18,4.2
EVT-00586,2025-03-03,Bengaluru,Rider,Partner,Control,Driver Online,6.0,2.0,4.0,10.53,33.33,75.95,672.56,444.57,3.9
EVT-00077,2025-03-03,Chennai,Rider,App,Pilot,Trip Completed,19.0,17.0,2.0,6.35,89.47,79.99,4409.8,2721.85,3.7
EVT-00096,2025-03-03,Mumbai,Driver,App,Control,Trip Completed,10.0,8.0,2.0,7.05,80.0,67.92,2631.78,925.53,3.7
EVT-00275,2025-03-03,Mumbai,Driver,App,Control,Trip Completed,2.0,1.0,1.0,7.67,50.0,94.5,298.19,204.48,4.1
EVT-00582,2025-03-03,Pune,Driver,App,Pilot,Trip Cancelled,22.0,10.0,12.0,5.66,45.45,65.92,1056.81,696.37,4.2
EVT-00188,2025-03-04,Delhi,Driver,Partner,Control,Trip Cancelled,4.0,3.0,1.0,10.07,75.0,47.91,1135.39,896.72,4.7
EVT-00027,2025-03-04,Chennai,Rider,Web,Control,Trip Completed,6.0,6.0,0.0,7.44,100.0,43.0,1545.38,1135.85,3.0
EVT-00319,2025-03-05,Mumbai,Driver,App,Pilot,Trip Completed,7.0,3.0,4.0,4.27,42.86,64.92,296.33,243.34,2.7
EVT-00636,2025-03-05,Hyderabad,Rider,Web,Control,Trip Completed,9.0,7.0,2.0,8.13,77.78,39.81,2303.83,1516.94,2.5
EVT-00334,2025-03-06,Bengaluru,Driver,Web,Pilot,Driver Online,31.0,16.0,15.0,4.98,51.61,70.06,5939.32,4558.62,4.8
EVT-00514,2025-03-07,Mumbai,Driver,Web,Control,Trip Completed,20.0,6.0,14.0,17.18,30.0,53.9,519.1,293.81,2.6
EVT-00153,2025-03-07,Bengaluru,Driver,Partner,Pilot,Rider Request,10.0,8.0,2.0,10.99,80.0,65.2,1493.34,975.43,2.8
EVT-00494,2025-03-07,Hyderabad,Driver,Partner,Control,Trip Completed,19.0,4.0,15.0,13.42,21.05,35.47,1012.42,424.87,4.7
EVT-00452,2025-03-07,Hyderabad,Driver,Partner,Pilot,Driver Online,6.0,4.0,2.0,16.31,66.67,42.52,765.87,580.43,4.0
EVT-00233,2025-03-07,Delhi,Rider,Web,Control,Driver Online,2.0,1.0,1.0,13.22,50.0,77.01,151.78,118.65,3.5
EVT-00277,2025-03-07,Chennai,Driver,App,Control,Trip Cancelled,18.0,8.0,10.0,4.87,44.44,67.74,841.39,549.21,3.8
EVT-00034,2025-03-08,Delhi,Rider,Web,Pilot,Trip Completed,12.0,1.0,11.0,2.14,8.33,73.95,194.43,131.8,3.5
EVT-00483,2025-03-08,Delhi,Rider,App,Pilot,Trip Completed,34.0,20.0,14.0,9.29,58.82,79.91,4271.78,2047.7,3.4
EVT-00497,2025-03-08,Bengaluru,Driver,Web,Control,Rider Request,13.0,8.0,5.0,3.22,61.54,70.85,2085.62,1207.54,3.5
EVT-00024,2025-03-08,Mumbai,Rider,Web,Control,Driver Online,24.0,17.0,7.0,11.65,70.83,97.37,2169.69,1321.7,4.7
EVT-00400,2025-03-08,Mumbai,Driver,Web,Control,Trip Completed,30.0,12.0,18.0,5.41,40.0,41.11,1690.45,1265.74,4.2
EVT-00634,2025-03-08,Mumbai,Rider,Partner,Control,Trip Completed,27.0,10.0,17.0,15.22,37.04,83.31,1992.19,1072.61,3.8
EVT-00645,2025-03-09,Kolkata,Rider,Partner,Control,Trip Cancelled,22.0,18.0,4.0,8.27,81.82,65.37,1871.22,915.16,3.3
EVT-00431,2025-03-09,Chennai,Rider,Web,Pilot,Driver Online,14.0,8.0,6.0,1.62,57.14,60.42,1278.53,970.96,3.3
EVT-00444,2025-03-09,Delhi,Rider,App,Control,Trip Cancelled,11.0,4.0,7.0,10.52,36.36,90.72,1073.43,662.61,3.0
EVT-00194,2025-03-10,Delhi,Rider,App,Pilot,Driver Online,26.0,4.0,22.0,17.56,15.38,56.22,723.23,585.17,2.8
EVT-00180,2025-03-10,Pune,Driver,App,Pilot,Trip Completed,5.0,3.0,2.0,3.7,60.0,40.08,982.5,587.76,3.6
EVT-00480,2025-03-10,Mumbai,Rider,Web,Pilot,Trip Cancelled,19.0,3.0,16.0,10.77,15.79,42.05,861.7,546.5,4.5
EVT-00065,2025-03-10,Chennai,Driver,Web,Pilot,Driver Online,9.0,1.0,8.0,4.49,11.11,39.19,331.98,211.55,4.6
EVT-00621,2025-03-11,Kolkata,Rider,Partner,Control,Rider Request,11.0,6.0,5.0,2.69,54.55,92.27,2433.84,946.41,3.8
EVT-00493,2025-03-11,Mumbai,Rider,Web,Pilot,Rider Request,22.0,9.0,13.0,3.46,40.91,39.34,2199.66,1011.94,3.1
EVT-00499,2025-03-12,Pune,Driver,Web,Pilot,Trip Cancelled,34.0,15.0,19.0,9.16,44.12,43.4,5931.5,4649.41,4.3
EVT-00588,2025-03-12,Chennai,Rider,App,Pilot,Trip Completed,24.0,22.0,2.0,1.93,91.67,48.97,7597.92,3423.53,2.7
EVT-00007,2025-03-12,Delhi,Driver,App,Pilot,Trip Completed,11.0,2.0,9.0,13.16,18.18,80.93,684.46,264.9,3.4
EVT-00397,2025-03-12,Kolkata,Rider,Web,Control,Rider Request,1.0,1.0,0.0,17.11,100.0,88.06,180.85,70.28,2.9
EVT-00200,2025-03-13,Chennai,Rider,Partner,Control,Trip Completed,20.0,16.0,4.0,2.19,80.0,81.61,6274.34,3074.54,4.6
EVT-00066,2025-03-13,Bengaluru,Rider,App,Pilot,Trip Completed,21.0,4.0,17.0,14.94,19.05,76.91,1031.37,546.02,4.7
EVT-00157,2025-03-14,Hyderabad,Driver,Web,Pilot,Driver Online,33.0,3.0,30.0,11.95,9.09,49.42,477.3,219.75,2.9
EVT-00134,2025-03-14,Pune,Rider,Partner,Control,Rider Request,4.0,2.0,2.0,14.83,50.0,83.02,702.51,398.88,4.5
EVT-00318,2025-03-14,Bengaluru,Rider,App,Control,Trip Cancelled,8.0,4.0,4.0,2.53,50.0,56.12,411.14,344.4,4.5
EVT-00101,2025-03-14,Hyderabad,Driver,App,Pilot,Rider Request,3.0,2.0,1.0,3.64,66.67,90.99,809.84,632.54,4.5
EVT-00466,2025-03-14,Kolkata,Rider,App,Control,Rider Request,13.0,8.0,5.0,3.67,61.54,54.51,1188.88,956.35,4.4
EVT-00295,2025-03-15,Kolkata,Driver,App,Pilot,Trip Completed,13.0,5.0,8.0,10.99,38.46,36.39,2006.69,1401.3,3.7
EVT-00151,2025-03-16,Bengaluru,Driver,Web,Pilot,Trip Cancelled,6.0,2.0,4.0,14.47,33.33,71.2,545.27,297.46,3.8
EVT-00237,2025-03-16,Delhi,Driver,App,Pilot,Trip Completed,29.0,25.0,4.0,13.3,86.21,72.39,9613.68,6168.46,3.7
EVT-00590,2025-03-16,Kolkata,Rider,Web,Control,Driver Online,15.0,8.0,7.0,4.07,53.33,49.22,1216.09,907.53,3.0
EVT-00517,2025-03-16,Mumbai,Driver,Partner,Control,Trip Completed,7.0,2.0,5.0,9.05,28.57,51.31,757.55,339.64,4.9
EVT-00575,2025-03-16,Delhi,Driver,App,Control,Trip Completed,7.0,7.0,0.0,3.96,100.0,83.88,1623.35,931.4,4.9
EVT-00253,2025-03-16,Pune,Driver,Partner,Pilot,Driver Online,16.0,3.0,13.0,17.2,18.75,97.67,965.96,811.96,3.9
EVT-00325,2025-03-17,Hyderabad,Driver,Partner,Control,Trip Completed,18.0,15.0,3.0,6.92,83.33,63.6,5088.48,2101.55,3.0
EVT-00213,2025-03-17,Mumbai,Rider,Partner,Control,Trip Completed,29.0,8.0,21.0,12.17,27.59,90.95,2268.44,1363.51,2.8
EVT-00122,2025-03-17,Delhi,Driver,App,Control,Driver Online,20.0,4.0,16.0,7.21,20.0,58.38,1663.2,615.47,4.7
EVT-00465,2025-03-17,Mumbai,Rider,Web,Pilot,Trip Cancelled,2.0,2.0,0.0,12.77,100.0,93.75,551.45,227.78,4.0
EVT-00304,2025-03-17,Mumbai,Rider,App,Control,Trip Completed,2.0,1.0,1.0,15.83,50.0,80.63,333.56,209.8,4.0
EVT-00473,2025-03-17,Hyderabad,Rider,Web,Pilot,Trip Completed,26.0,16.0,10.0,8.1,61.54,38.62,4453.19,3527.69,2.9
EVT-00265,2025-03-17,Chennai,Rider,Partner,Control,Trip Completed,13.0,6.0,7.0,11.56,46.15,91.45,2148.77,1023.69,3.2
EVT-00270,2025-03-17,Kolkata,Rider,Partner,Pilot,Trip Completed,26.0,14.0,12.0,9.86,53.85,59.4,5435.28,1946.0,4.5
EVT-00300,2025-03-18,Pune,Driver,Partner,Pilot,Rider Request,29.0,2.0,27.0,5.13,6.9,57.08,413.32,158.86,3.4
EVT-00628,2025-03-18,Mumbai,Driver,Web,Pilot,Trip Completed,19.0,18.0,1.0,8.85,94.74,38.11,4924.33,2665.86,4.4
EVT-00591,2025-03-18,Pune,Rider,App,Pilot,Driver Online,8.0,4.0,4.0,10.65,50.0,91.8,1579.62,560.05,2.7
EVT-00597,2025-03-18,Bengaluru,Rider,Web,Pilot,Trip Completed,30.0,2.0,28.0,5.99,6.67,42.4,331.36,268.53,4.0
EVT-00360,2025-03-18,Hyderabad,Rider,Web,Pilot,Trip Completed,27.0,14.0,13.0,5.98,51.85,91.97,2903.68,1814.61,2.6
EVT-00203,2025-03-19,Chennai,Rider,Partner,Control,Rider Request,22.0,8.0,14.0,17.82,36.36,74.45,2085.18,1603.66,3.2
EVT-00139,2025-03-19,Pune,Driver,App,Pilot,Trip Completed,28.0,2.0,26.0,11.09,7.14,40.65,647.99,356.36,4.9
EVT-00439,2025-03-19,Pune,Driver,Partner,Control,Trip Completed,34.0,32.0,2.0,16.98,94.12,92.81,12215.66,8095.52,4.5
EVT-00613,2025-03-20,Mumbai,Driver,App,Control,Trip Cancelled,22.0,11.0,11.0,8.59,50.0,53.1,3635.61,2096.69,5.0
EVT-00446,2025-03-20,Bengaluru,Rider,App,Control,Trip Completed,26.0,24.0,2.0,12.91,92.31,51.49,7013.8,5363.4,3.0
EVT-00113,2025-03-20,Bengaluru,Driver,Web,Control,Trip Cancelled,24.0,2.0,22.0,4.56,8.33,64.11,160.84,104.41,4.0
EVT-00154,2025-03-21,Chennai,Driver,App,Pilot,Rider Request,6.0,0.0,6.0,12.49,0.0,42.67,0.0,0.0,3.1
EVT-00519,2025-03-21,Mumbai,Rider,App,Pilot,Trip Completed,24.0,10.0,14.0,13.61,41.67,87.92,2652.94,1043.64,3.1
EVT-00127,2025-03-21,Mumbai,Rider,Web,Control,Trip Completed,5.0,3.0,2.0,11.2,60.0,94.76,497.58,263.53,3.4
EVT-00255,2025-03-21,Mumbai,Driver,Partner,Pilot,Rider Request,30.0,3.0,27.0,5.58,10.0,75.36,919.93,396.81,3.9
EVT-00326,2025-03-22,Delhi,Rider,Web,Control,Trip Cancelled,26.0,13.0,13.0,12.14,50.0,49.48,3482.77,1867.07,4.2
EVT-00332,2025-03-22,Bengaluru,Driver,Partner,Control,Trip Cancelled,31.0,20.0,11.0,2.33,64.52,37.2,5347.89,3043.43,4.6
EVT-00379,2025-03-22,Mumbai,Rider,Web,Control,Driver Online,33.0,2.0,31.0,13.69,6.06,77.0,241.3,153.54,3.1
EVT-00559,2025-03-22,Bengaluru,Rider,Web,Control,Trip Completed,12.0,3.0,9.0,10.93,25.0,55.89,977.52,590.3,3.7
EVT-00484,2025-03-22,Pune,Driver,Partner,Control,Trip Completed,20.0,8.0,12.0,1.73,40.0,51.23,1863.85,1298.09,4.3
EVT-00093,2025-03-23,Kolkata,Driver,Partner,Pilot,Trip Cancelled,17.0,13.0,4.0,11.34,76.47,49.49,1572.91,611.04,4.2
EVT-00161,2025-03-23,Bengaluru,Rider,App,Pilot,Trip Completed,21.0,9.0,12.0,16.22,42.86,95.19,3127.92,1588.06,4.2
EVT-00121,2025-03-23,Chennai,Driver,Partner,Pilot,Rider Request,3.0,3.0,0.0,4.79,100.0,77.85,313.64,114.58,3.1
EVT-00183,2025-03-23,Mumbai,Rider,App,Pilot,Trip Completed,27.0,6.0,21.0,2.93,22.22,49.92,1974.2,1232.22,2.8
EVT-00038,2025-03-24,Mumbai,Rider,App,Pilot,Trip Cancelled,21.0,3.0,18.0,17.11,14.29,84.22,355.73,290.09,4.9
EVT-00471,2025-03-24,Chennai,Rider,Web,Pilot,Rider Request,18.0,15.0,3.0,13.34,83.33,96.53,3123.73,2345.67,3.6
EVT-00201,2025-03-24,Chennai,Rider,Partner,Control,Driver Online,20.0,12.0,8.0,17.39,60.0,66.57,2203.38,1684.92,3.2
EVT-00567,2025-03-24,Chennai,Driver,Partner,Pilot,Trip Completed,2.0,1.0,1.0,15.75,50.0,56.48,385.83,316.55,4.2
EVT-00329,2025-03-25,Kolkata,Rider,Web,Control,Trip Cancelled,20.0,19.0,1.0,13.88,95.0,44.58,4480.77,2355.14,2.7
EVT-00477,2025-03-25,Kolkata,Rider,App,Pilot,Trip Cancelled,13.0,2.0,11.0,6.53,15.38,47.14,247.77,123.62,4.5
EVT-00114,2025-03-25,Hyderabad,Rider,Web,Pilot,Trip Completed,22.0,21.0,1.0,6.88,95.45,72.19,4773.38,4020.02,2.9
EVT-00085,2025-03-26,Mumbai,Driver,App,Pilot,Trip Cancelled,25.0,5.0,20.0,15.19,20.0,48.0,418.69,175.2,4.8
EVT-00550,2025-03-26,Bengaluru,Rider,Web,Pilot,Trip Completed,16.0,6.0,10.0,6.83,37.5,69.28,1605.49,848.15,3.6
EVT-00191,2025-03-26,Kolkata,Rider,Partner,Pilot,Rider Request,18.0,9.0,9.0,8.89,50.0,70.14,1228.06,806.51,3.4
EVT-00510,2025-03-26,Hyderabad,Driver,Web,Control,Trip Cancelled,29.0,15.0,14.0,11.11,51.72,78.08,5040.91,3597.83,4.7
EVT-00173,2025-03-27,Mumbai,Driver,Web,Pilot,Driver Online,14.0,8.0,6.0,17.31,57.14,58.18,1529.25,649.08,3.3
EVT-00011,2025-03-27,Hyderabad,Driver,Web,Control,Trip Cancelled,6.0,3.0,3.0,14.76,50.0,46.75,1150.41,712.88,4.5
EVT-00252,2025-03-27,Chennai,Driver,Web,Pilot,Trip Completed,30.0,2.0,28.0,4.23,6.67,63.07,302.25,113.34,4.6
EVT-00256,2025-03-27,Pune,Driver,App,Control,Driver Online,28.0,27.0,1.0,5.27,96.43,74.96,4198.66,2144.82,4.6
EVT-00298,2025-03-27,Delhi,Rider,Partner,Pilot,Trip Cancelled,29.0,18.0,11.0,15.04,62.07,60.49,4404.19,1570.9,3.5
EVT-00335,2025-03-27,Mumbai,Driver,App,Control,Trip Completed,8.0,8.0,0.0,6.17,100.0,61.37,1435.64,740.94,3.2
EVT-00141,2025-03-27,Kolkata,Driver,App,Pilot,Trip Cancelled,13.0,6.0,7.0,12.03,46.15,67.46,1690.82,1262.83,4.1
EVT-00558,2025-03-27,Pune,Driver,Web,Control,Rider Request,28.0,13.0,15.0,8.93,46.43,47.9,3544.01,2391.4,3.3
EVT-00221,2025-03-28,Chennai,Driver,Web,Control,Rider Request,13.0,10.0,3.0,17.36,76.92,59.54,2110.74,1097.99,3.9
EVT-00198,2025-03-28,Kolkata,Rider,Web,Pilot,Trip Completed,21.0,2.0,19.0,14.09,9.52,60.72,676.29,542.25,3.1
EVT-00163,2025-03-28,Pune,Rider,App,Control,Trip Cancelled,8.0,7.0,1.0,2.9,87.5,80.13,731.56,282.11,2.5
EVT-00378,2025-03-28,Bengaluru,Rider,Partner,Control,Trip Completed,26.0,15.0,11.0,17.93,57.69,71.71,5343.62,2743.79,3.3
EVT-00384,2025-03-29,Delhi,Rider,App,Control,Trip Completed,4.0,2.0,2.0,16.86,50.0,77.59,368.92,197.38,3.9
EVT-00116,2025-03-29,Delhi,Rider,App,Control,Trip Completed,22.0,19.0,3.0,7.21,86.36,83.88,7600.39,2935.33,3.8
EVT-00135,2025-03-29,Chennai,Driver,Partner,Pilot,Trip Completed,12.0,9.0,3.0,8.04,75.0,78.81,1908.99,1096.42,3.1
EVT-00002,2025-03-29,Hyderabad,Driver,Web,Pilot,Rider Request,33.0,11.0,22.0,11.59,33.33,35.45,966.25,591.72,3.5
EVT-00410,2025-03-30,Pune,Rider,Web,Control,Trip Completed,31.0,9.0,22.0,14.25,29.03,80.04,2491.67,890.28,3.4
EVT-00409,2025-03-30,Mumbai,Rider,Partner,Control,Trip Cancelled,9.0,0.0,9.0,6.9,0.0,45.37,0.0,0.0,3.5
EVT-00030,2025-03-30,Pune,Rider,App,Control,Driver Online,5.0,5.0,0.0,13.55,100.0,38.01,1362.26,584.85,2.8
EVT-00371,2025-03-30,Mumbai,Driver,App,Pilot,Trip Completed,32.0,19.0,13.0,9.46,59.38,83.98,5866.59,4177.76,3.7
EVT-00067,2025-03-30,Mumbai,Driver,Partner,Control,Rider Request,33.0,22.0,11.0,8.74,66.67,71.38,4418.11,2411.14,3.8
EVT-00035,2025-03-31,Chennai,Driver,Partner,Pilot,Trip Completed,11.0,7.0,4.0,13.63,63.64,85.62,1231.24,540.17,4.4
EVT-00140,2025-03-31,Delhi,Driver,Partner,Pilot,Rider Request,13.0,6.0,7.0,6.37,46.15,84.98,857.87,693.91,3.6
EVT-00500,2025-04-01,Chennai,Driver,Web,Control,Driver Online,25.0,14.0,11.0,12.12,56.0,87.56,3868.2,2604.09,3.6
EVT-00512,2025-04-01,Pune,Driver,App,Control,Trip Cancelled,28.0,7.0,21.0,13.74,25.0,77.54,1050.0,552.55,2.8
EVT-00649,2025-04-02,Pune,Rider,Partner,Control,Trip Completed,6.0,5.0,1.0,5.83,83.33,50.23,1221.12,968.86,3.4
EVT-00012,2025-04-02,Delhi,Rider,Web,Pilot,Trip Completed,13.0,8.0,5.0,6.53,61.54,45.37,2092.72,1239.76,4.2
EVT-00368,2025-04-02,Delhi,Rider,App,Control,Trip Completed,24.0,3.0,21.0,3.2,12.5,42.94,1238.73,850.91,4.6
EVT-00016,2025-04-03,Bengaluru,Driver,Partner,Pilot,Driver Online,19.0,19.0,0.0,12.15,100.0,45.99,5983.46,3251.22,4.8
EVT-00259,2025-04-03,Hyderabad,Rider,Partner,Pilot,Rider Request,1.0,1.0,0.0,15.98,100.0,96.39,89.36,68.8,4.4
EVT-00315,2025-04-03,Chennai,Driver,Web,Pilot,Driver Online,15.0,11.0,4.0,9.01,73.33,78.2,4284.2,2868.34,4.9
EVT-00099,2025-04-03,Kolkata,Driver,App,Control,Trip Completed,34.0,25.0,9.0,2.11,73.53,95.31,9022.75,6770.53,4.1
EVT-00504,2025-04-03,Chennai,Rider,Web,Pilot,Rider Request,3.0,3.0,0.0,6.11,100.0,93.63,265.14,185.16,4.3
EVT-00366,2025-04-05,Kolkata,Driver,Partner,Pilot,Trip Completed,21.0,18.0,3.0,17.76,85.71,83.38,4098.29,2349.23,4.0
EVT-00355,2025-04-06,Hyderabad,Rider,App,Control,Trip Completed,22.0,5.0,17.0,8.77,22.73,43.34,1049.83,692.54,3.6
EVT-00165,2025-04-06,Mumbai,Driver,Partner,Pilot,Rider Request,31.0,7.0,24.0,14.19,22.58,74.35,1469.02,665.24,2.8
EVT-00010,2025-04-06,Kolkata,Rider,App,Pilot,Rider Request,23.0,6.0,17.0,8.27,26.09,82.6,946.75,367.8,3.2
EVT-00123,2025-04-06,Delhi,Driver,Web,Control,Trip Cancelled,2.0,2.0,0.0,16.36,100.0,61.57,348.24,225.02,4.8
EVT-00338,2025-04-07,Kolkata,Driver,Web,Control,Trip Completed,9.0,7.0,2.0,11.32,77.78,44.48,2864.02,1642.11,3.8
EVT-00022,2025-04-07,Hyderabad,Rider,App,Pilot,Driver Online,19.0,3.0,16.0,1.9,15.79,75.66,420.65,345.03,4.9
EVT-00615,2025-04-08,Kolkata,Rider,Web,Pilot,Trip Completed,1.0,0.0,1.0,9.21,0.0,52.99,0.0,0.0,2.7
EVT-00576,2025-04-08,Pune,Rider,Partner,Pilot,Rider Request,17.0,1.0,16.0,9.25,5.88,63.69,277.93,146.85,2.9
EVT-00224,2025-04-09,Hyderabad,Driver,Web,Control,Trip Cancelled,21.0,7.0,14.0,2.15,33.33,64.96,1852.4,859.28,4.9
EVT-00311,2025-04-09,Bengaluru,Driver,App,Control,Trip Cancelled,25.0,3.0,22.0,17.85,12.0,82.67,691.14,486.35,3.5
EVT-00110,2025-04-09,Pune,Rider,Partner,Pilot,Driver Online,11.0,3.0,8.0,15.36,27.27,83.69,474.65,197.3,4.7
EVT-00413,2025-04-09,Pune,Rider,Web,Control,Trip Cancelled,12.0,4.0,8.0,5.44,33.33,82.76,1353.61,685.33,3.5
EVT-00555,2025-04-10,Chennai,Rider,Partner,Pilot,Trip Completed,15.0,12.0,3.0,10.4,80.0,39.88,1033.56,414.63,3.5
EVT-00268,2025-04-11,Chennai,Rider,App,Control,Trip Completed,17.0,8.0,9.0,8.91,47.06,45.02,1130.13,451.05,4.5
EVT-00635,2025-04-11,Kolkata,Driver,Web,Pilot,Trip Completed,26.0,1.0,25.0,13.2,3.85,36.33,92.38,74.02,2.7
EVT-00032,2025-04-11,Kolkata,Driver,Web,Control,Trip Completed,31.0,9.0,22.0,11.83,29.03,66.7,3340.86,2269.6,2.9
